name,specialty,street_address,city,state,zip,rating,num_reviews,next_appt,num_appts_next_5days,sponsored,education,languages,gender,npi,insurance
"Dr. Napoleon Savescu, MD",Primary Care Doctor,"2126 Broadway, 1st Floor",Astoria,NY,11106,4.33,193,12/14/21 11:30,3,FALSE,"['Medical School - Universitatea de Medicina si Farmacie Carol Davila Facultatea de MedicinaOur Lady of Mercy Medical Center, Internship in Internal MedicineOur Lady of Mercy Medical Center, Residency in Internal Medicine']","['English', 'Romanian']",Male,1316056179,"['1199SEIU', 'AARP', 'Aetna', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield Federal Employee Program', 'Blue Cross Blue Shield of Alabama', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Kansas', 'Blue Cross Blue Shield of Kansas City', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Minnesota', 'Blue Cross Blue Shield of Nebraska', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of North Dakota', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Tennessee', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Western New York', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'CBA Blue', 'Capital Blue Cross', 'CareFirst Blue Cross Blue Shield  (Health)', 'Cigna', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'Excellus Blue Cross Blue Shield', 'Fidelis Care (NY)', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GeoBlue', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Horizon Blue Cross Blue Shield of New Jersey', 'Independence Blue Cross', 'Medicare', 'Premera Blue Cross', 'Regence Blue Cross Blue Shield', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'UnitedHealthcare', 'Wellcare', 'Wellmark Blue Cross Blue Shield']"
"Dr. Ambrose Pipia, MD",Primary Care Doctor,41-01 30th Ave,Astoria,NY,11103,4.84,68,1/18/22 14:00,0,FALSE,['Medical School - Università degli Studi di Palermo Scuola di Medicina e ChirurgiaMountainside Hospital (Residency)'],['English'],Male,1154366474,"['1199SEIU', 'Aetna', 'Affinity Health Plan', 'American Republic Insurance Company', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield Federal Employee Program', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Kansas', 'Blue Cross Blue Shield of Kansas City', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Minnesota', 'Blue Cross Blue Shield of Mississippi', 'Blue Cross Blue Shield of Nebraska', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of North Dakota', 'Blue Cross Blue Shield of Oklahoma', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Tennessee', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'CBA Blue', 'Capital Blue Cross', 'CareFirst Blue Cross Blue Shield  (Health)', 'Caterpillar', 'Cigna', 'ConnectiCare', 'Consolidated Health Plans', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'Empire BlueCross BlueShield HealthPlus', 'Empire Plan', 'Excellus Blue Cross Blue Shield', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GWH-Cigna (formerly Great West Healthcare)', 'GeoBlue', 'HealthFirst (NY)', 'HealthPartners', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Horizon Blue Cross Blue Shield of New Jersey', 'Independence Blue Cross', 'MagnaCare', 'Memorial Hermann', 'Meritain Health', 'Moda Health', 'Multiplan PHCS', 'New York Hotel Trades Council', 'Nippon Life Benefits', 'Oxford (UnitedHealthcare)', 'POMCO', 'Premera Blue Cross', 'Regence Blue Cross Blue Shield', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'Tufts Health Plan', 'US Health Group', 'UniCare', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Community Plan', 'UnitedHealthcare Oxford', 'Wellmark Blue Cross Blue Shield']"
"Dr. Chirag Vasa, MD",Primary Care Doctor,25-75 34th Street,Astoria,NY,11103,4.44,187,12/15/21 13:45,0,FALSE,"['Medical School - B.J. Medical College, Ahmedabad, Bachelor of Medicine, Bachelor of SurgeryJamaica Hospital Medical Center,\xa0Residency in Internal MedicineSaint Vincent Catholic Medical Center, Fellowship in Infectious Diseases']","['English', 'Hindi']",Male,1255311841,"['1199SEIU', 'AARP', 'Aetna', 'Affinity Health Plan', 'AmeriGroup', 'Amida Care', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Kansas', 'Blue Cross Blue Shield of Kansas City', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Minnesota', 'Blue Cross Blue Shield of Nebraska', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'Bright Health', 'CBA Blue', 'Capital Blue Cross', 'CareFirst Blue Cross Blue Shield  (Health)', 'Caterpillar', 'CenterLight Healthcare', 'Cigna', 'Elderplan', 'Empire Blue Cross Blue Shield (Health)', 'Empire BlueCross BlueShield HealthPlus', 'Fidelis Care (NY)', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GeoBlue', 'Harvard Pilgrim Health Care', 'Health First Health Plans (Florida)', 'Health Plus', 'HealthFirst (NY)', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Horizon Blue Cross Blue Shield of New Jersey', 'Horizon NJ Health', 'Humana', 'Independence Blue Cross', 'MagnaCare', 'Medicare', 'MetroPlus Health Plan', 'Oxford (UnitedHealthcare)', 'Premera Blue Cross', 'Quality Health Plans of New York', 'Regence Blue Cross Blue Shield', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Community Plan', 'UnitedHealthcare Oxford', 'Wellcare', 'Wellmark Blue Cross Blue Shield']"
"Dr. Claudine Portella, MD",Primary Care Doctor,"2520 30th Ave, 4th Floor",Astoria,NY,11102,4.58,671,1/13/22 15:00,0,FALSE,"['Medical School - Drexel University, Doctor of MedicineNew York University, Residency in Internal MedicineJacobi Medical Center, Internship in Internal MedicineAlbert Einstein College of Medicine of Yeshiva University, Internship in Obstetrics and GynecologyUniversity of Pennsylvania, Master’s in Liberal ArtsState University of New York, Albany (Master’s)Cornell University (Bachelor’s)']",['English'],Female,1760685119,"['Aetna', 'Affinity Health Plan', 'AgeWell New York', 'American Republic Insurance Company', 'Amida Care', 'Caterpillar', 'Cigna', 'Consolidated Health Plans', 'Elderplan', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'Empire BlueCross BlueShield HealthPlus', 'Fidelis Care (NY)', 'MagnaCare', 'Memorial Hermann', 'MetroPlus Health Plan', 'Moda Health', 'Multiplan PHCS', 'New York Hotel Trades Council', 'Oxford (UnitedHealthcare)', 'POMCO', 'Partners Health Plan', 'Senior Whole Health', 'Tufts Health Plan', 'US Health Group', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Community Plan', 'UnitedHealthcare Oxford', 'VNS Choice Health Plans', 'Wellcare']"
"Dr. Sudha Dubey, MD, MPH",Primary Care Doctor,41-01 30th Ave,Astoria,NY,11103,4.89,115,2/1/22 11:00,0,FALSE,"['Medical School - Boston University, Doctor of MedicineAlbert Einstein College of Medicine of Yeshiva University (Residency)']",['English'],Female,1013296854,"['1199SEIU', 'Aetna', 'Affinity Health Plan', 'American Republic Insurance Company', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield Federal Employee Program', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Kansas', 'Blue Cross Blue Shield of Kansas City', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Minnesota', 'Blue Cross Blue Shield of Mississippi', 'Blue Cross Blue Shield of Nebraska', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of North Dakota', 'Blue Cross Blue Shield of Oklahoma', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Tennessee', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'CBA Blue', 'Capital Blue Cross', 'CareFirst Blue Cross Blue Shield  (Health)', 'Caterpillar', 'Cigna', 'ConnectiCare', 'Consolidated Health Plans', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'Empire BlueCross BlueShield HealthPlus', 'Empire Plan', 'Excellus Blue Cross Blue Shield', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GWH-Cigna (formerly Great West Healthcare)', 'GeoBlue', 'HealthFirst (NY)', 'HealthPartners', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Horizon Blue Cross Blue Shield of New Jersey', 'Independence Blue Cross', 'MagnaCare', 'Memorial Hermann', 'Meritain Health', 'Moda Health', 'Multiplan PHCS', 'New York Hotel Trades Council', 'Nippon Life Benefits', 'Oxford (UnitedHealthcare)', 'POMCO', 'Premera Blue Cross', 'Regence Blue Cross Blue Shield', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'Tufts Health Plan', 'US Health Group', 'UniCare', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Community Plan', 'UnitedHealthcare Oxford', 'Wellmark Blue Cross Blue Shield']"
"Dr. Karen Rhee, MD",Primary Care Doctor,"2520 30th Ave, 4th Floor",Astoria,NY,11102,4.14,28,1/10/22 8:00,0,FALSE,['Medical School - Chung-Ang University College of Medicine'],['English'],Female,1477640118,
"Maria Klimenko, NP",Nurse Practitioner,3179 Steinway St,Astoria,NY,11103,,0,12/11/21 13:10,3,FALSE,"[""Purdue University Global, Master's in Adult Gerontology Nursing""]",['English'],Female,1700453594,"['1199SEIU', 'Aetna', 'Affinity Health Plan', 'Affinity Health Plan', 'American Republic Insurance Company', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield Federal Employee Program', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Kansas', 'Blue Cross Blue Shield of Kansas City', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Minnesota', 'Blue Cross Blue Shield of Nebraska', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'CBA Blue', 'Capital Blue Cross', 'CareFirst Blue Cross Blue Shield  (Health)', 'Caterpillar', 'Cigna', 'Consolidated Health Plans', 'Elderplan', 'EmblemHealth', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'Empire BlueCross BlueShield HealthPlus', 'Fidelis Care (NY)', 'First Health (Coventry Health Care)', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GeoBlue', 'Health Net', 'HealthFirst (NY)', 'HealthSmart', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Horizon Blue Cross Blue Shield of New Jersey', 'Humana', 'Independence Blue Cross', 'Medicare', 'Memorial Hermann', 'MetroPlus Health Plan', 'Moda Health', 'Multiplan PHCS', 'Oscar Health Insurance Co.', 'Oxford (UnitedHealthcare)', 'POMCO', 'Partners Health Plan', 'Premera Blue Cross', 'Regence Blue Cross Blue Shield', 'SAG AFTRA Health Plan', 'Tricare', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'Tufts Health Plan', 'US Family Health Plan', 'US Health Group', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Community Plan', 'UnitedHealthcare Oxford', 'VNS Choice Health Plans', 'VillageCareMax', 'Wellmark Blue Cross Blue Shield']"
"Dr. Sachal Badlani, MD",Primary Care Doctor,46-04 31st Ave,Astoria,NY,11103,4.6,118,1/20/22 12:30,0,FALSE,"['Medical School - Grant Government Medical College, Mumbai, Bachelor of Medicine, Bachelor of SurgeryLincoln Medical and Mental Health Center, Residency in Internal MedicineThe Brookdale University Hospital and Medical Center, Fellowship in Pulmonary Medicine']","['English', 'Spanish', 'Urdu', 'Russian', 'Bengali']",Male,1770579260,"['Aetna', 'Affinity Health Plan', 'AgeWell New York', 'American Republic Insurance Company', 'Amida Care', 'Caterpillar', 'Cigna', 'Consolidated Health Plans', 'Elderplan', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'Empire BlueCross BlueShield HealthPlus', 'Empire Plan', 'Fidelis Care (NY)', 'HealthFirst (NY)', 'MagnaCare', 'Memorial Hermann', 'MetroPlus Health Plan', 'Moda Health', 'Multiplan PHCS', 'New York Hotel Trades Council', 'Oxford (UnitedHealthcare)', 'POMCO', 'Partners Health Plan', 'Senior Whole Health', 'Tufts Health Plan', 'US Health Group', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Community Plan', 'UnitedHealthcare Oxford', 'VNS Choice Health Plans', 'Wellcare']"
"Dr. Alicia Almendral, MD",Family Physician,"57-18 Woodside Ave, 2nd Floor Suite 101",Woodside,NY,11377,4.82,145,12/14/21 9:00,3,FALSE,"[""Medical School - University of Santo Tomas Faculty of Medicine and Surgery, Doctor of MedicineSaint Joseph's Medical Center, Residency in Family MedicineLong Island Jewish Hospital, Fellowship in GeriatricsUniversity of Santo Tomas, (Bachelor's)Makati Medical Center (Internship)""]",['English'],Female,1932125465,"['1199SEIU', 'Aetna', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield Federal Employee Program', 'Blue Cross Blue Shield of Alabama', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Kansas', 'Blue Cross Blue Shield of Kansas City', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Minnesota', 'Blue Cross Blue Shield of Nebraska', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Tennessee', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Western New York', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'CBA Blue', 'Capital Blue Cross', 'CareFirst Blue Cross Blue Shield  (Health)', 'Cigna', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'Empire Blue Cross Blue Shield (Health)', 'Excellus Blue Cross Blue Shield', 'Fidelis Care (NY)', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GeoBlue', 'HealthFirst (NY)', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Horizon Blue Cross Blue Shield of New Jersey', 'Independence Blue Cross', 'MagnaCare', 'Medicaid', 'Medicare', 'MetroPlus Health Plan', 'Premera Blue Cross', 'Regence Blue Cross Blue Shield', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'UnitedHealthOne', 'UnitedHealthcare', 'Wellmark Blue Cross Blue Shield']"
"Dr. Mihaela Balaescu, MD",Primary Care Doctor,"47-01 Queens Blvd, Ste 403",Sunnyside,NY,11104,4.72,67,1/10/22 16:30,0,FALSE,['Medical School - Universitatea de Medicina si Farmacie Iuliu Hatieganu Facultatea de MedicinaFlushing Hospital Medical Center (Residency)'],['English'],Female,1952414815,"['1199SEIU', 'Aetna', 'Affinity Health Plan', 'American Republic Insurance Company', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield Federal Employee Program', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Kansas', 'Blue Cross Blue Shield of Kansas City', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Minnesota', 'Blue Cross Blue Shield of Mississippi', 'Blue Cross Blue Shield of Nebraska', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of North Dakota', 'Blue Cross Blue Shield of Oklahoma', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Tennessee', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'CBA Blue', 'Capital Blue Cross', 'CareFirst Blue Cross Blue Shield  (Health)', 'Caterpillar', 'Cigna', 'ConnectiCare', 'Consolidated Health Plans', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'Empire BlueCross BlueShield HealthPlus', 'Empire Plan', 'Excellus Blue Cross Blue Shield', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GWH-Cigna (formerly Great West Healthcare)', 'GeoBlue', 'HealthFirst (NY)', 'HealthPartners', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Horizon Blue Cross Blue Shield of New Jersey', 'Independence Blue Cross', 'MagnaCare', 'Memorial Hermann', 'Meritain Health', 'Moda Health', 'Multiplan PHCS', 'New York Hotel Trades Council', 'Nippon Life Benefits', 'Oxford (UnitedHealthcare)', 'POMCO', 'Premera Blue Cross', 'Regence Blue Cross Blue Shield', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'Tufts Health Plan', 'US Health Group', 'UniCare', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Community Plan', 'UnitedHealthcare Oxford', 'Wellmark Blue Cross Blue Shield']"
"Dr. Roya Fathollahi, MD",Primary Care Doctor,180 Myrtle Ave,Brooklyn,NY,11201,4.79,1581,12/14/21 8:00,3,FALSE,"['Medical School - Shahid Beheshti University of Medical Sciences Faculty of Medicine, Doctor of Medicine']",['English'],Female,1548271604,"['1199SEIU', '1199SEIU', 'Aetna', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Fidelis Care (NY)', 'Humana', 'Medicaid', 'Medicare', 'MetroPlus Health Plan', 'MetroPlus Health Plan', 'UnitedHealthcare Community Plan', 'VillageCareMax']"
"Dr. Arthur Yunov, MD",Primary Care Doctor,408 Jay St,Brooklyn,NY,11201,4.74,1094,12/20/21 19:30,0,FALSE,"['Medical School - Andizhan State Medical InstituteNorth Shore University Hospital, Residency in Internal Medicine']","['English', 'Russian']",Male,1518972090,"['AARP', 'Aetna', 'AmeriGroup', 'Caterpillar', 'Cigna', 'Elderplan', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Empire Plan', 'Fidelis Care (NY)', 'Humana', 'Medicare', 'MetroPlus Health Plan', 'Oscar Health Insurance Co.', 'Oxford (UnitedHealthcare)', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford', 'VNS Choice Health Plans', 'Wellcare']"
"Dr. Abraham Fruchter, MD",Internist,200 Livingston St,Brooklyn,NY,11201,4.5,16,12/12/21 11:30,3,FALSE,['Medical School - Universidad Autónoma de Guadalajara Facultad de Medicina Guadalajara'],"['English', 'Russian']",Male,1356413074,"['1199SEIU', '1199SEIU', 'Aetna', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Fidelis Care (NY)', 'Humana', 'Medicaid', 'Medicare', 'MetroPlus Health Plan', 'MetroPlus Health Plan', 'UnitedHealthcare Community Plan', 'VillageCareMax']"
"Aimee Goldman, NP",Nurse Practitioner,"14 Dekalb Ave, 2nd Floor",Brooklyn,NY,11201,,0,12/14/21 10:00,3,FALSE,"[""Columbia University, Master's in Pediatric NursingColumbia University (Bachelor's)""]",['English'],Female,1043459795,[]
"Dr. Regina Sotnik, MD",Primary Care Doctor,1822 Nostrand Ave,Brooklyn,NY,11226,4.43,735,12/14/21 11:30,3,FALSE,"['Medical School - Danylo Halytsky Lviv National Medical University, Doctor of MedicineBronx-Lebanon Hospital Center, Residency in Internal MedicineNew York University, Fellowship in Geriatric Medicine']","['English', 'Russian']",Female,1912952466,"['1199SEIU', 'Aetna', 'American Republic Insurance Company', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield Federal Employee Program', 'Blue Cross Blue Shield of Alabama', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Montana', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of North Dakota', 'Blue Cross Blue Shield of Oklahoma', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Tennessee', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Western New York', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'Capital Blue Cross', 'Caterpillar', 'Centers Plan for Healthy Living', 'Cigna', 'Consolidated Health Plans', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'Empire Blue Cross Blue Shield (Health)', 'Empire BlueCross BlueShield HealthPlus', 'Empire Plan', 'Excellus Blue Cross Blue Shield', 'Fidelis Care (NY)', 'Florida Blue: Blue Cross Blue Shield of Florida', 'HealthFirst (NY)', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Shield', 'Horizon Blue Cross Blue Shield of New Jersey', 'Independence Blue Cross', 'MagnaCare', 'Medicare', 'Memorial Hermann', 'MetroPlus Health Plan', 'Moda Health', 'Multiplan PHCS', 'Oxford (UnitedHealthcare)', 'POMCO', 'Regence Blue Cross Blue Shield', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'Tufts Health Plan', 'US Health Group', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford', 'VNS Choice Health Plans']"
"Dr. Alford Smith, MD",Primary Care Doctor,322 Linden Blvd,Brooklyn,NY,11226,4.29,471,12/17/21 8:00,0,FALSE,"[""Medical School - State University of New York, Buffalo, Doctor of MedicineState University of New York, Downstate Medical Center, Residency in Family MedicineCity University of New York, Medgar Evers College (Bachelor's)""]","['English', 'Spanish']",Male,1477621852,"['1199SEIU', 'AARP', 'Anthem Blue Cross Blue Shield', 'Caterpillar', 'Cigna', 'Elderplan', 'Empire Blue Cross Blue Shield (Health)', 'Empire Plan', 'Guardian', 'HealthFirst (NY)', 'Horizon Blue Cross Blue Shield of New Jersey', 'Humana', 'MagnaCare', 'Medicaid', 'Medicare', 'MetroPlus Health Plan', 'Oxford (UnitedHealthcare)', 'Palmetto GBA', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford', 'VNS Choice Health Plans', ""Workers' Compensation""]"
"Olasunkanmi Bhadmus, NP",Nurse Practitioner,4713 Church Ave,Brooklyn,NY,11203,3.6,10,12/14/21 10:00,3,FALSE,"[""City University of New York, College of Staten Island, Master's in Nursing""]",['English'],Male,1417263328,"['1199SEIU', 'Aetna', 'Cigna', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'Fidelis Care (NY)', 'HealthFirst (NY)', 'Medicaid', 'MetroPlus Health Plan', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford']"
